,short_name,nationality,club,age,wage_eur,value_eur,defending_standing_tackle,dribbling,movement_reactions,movement_reactions,attacking_short_passing,mentality_vision,value_pred
757,M. Zaracho,Argentina,Racing Club,21,18000,16000000,67,83.0,72,72,83,73,16142500.0
760,D. Zakaria,Switzerland,Borussia Mönchengladbach,22,26000,15000000,81,76.0,75,75,81,76,13420000.0
762,H. Onyekuru,Nigeria,AS Monaco,22,35000,15500000,38,82.0,72,72,70,67,13236000.0
763,J. Ikoné,France,LOSC Lille,21,29000,15500000,36,82.0,78,78,73,79,14435000.0
766,J. Bamba,France,LOSC Lille,23,35000,14500000,37,82.0,75,75,70,73,12497000.0
767,N. Amiri,Germany,Bayer 04 Leverkusen,22,50000,14500000,57,83.0,75,75,79,78,13687500.0
770,O. Yokuşlu,Turkey,RC Celta,25,22000,13000000,77,73.0,72,72,79,71,8256000.0
771,B. Cristante,Italy,Roma,24,37000,14000000,77,75.0,75,75,81,74,12820000.0
772,L. Dendoncker,Belgium,Wolverhampton Wanderers,24,66000,14000000,79,71.0,73,73,79,76,12301000.0
773,M. Dahoud,Germany,Borussia Dortmund,23,58000,14000000,59,84.0,77,77,80,80,15965000.0
776,Daniel Podence,Portugal,Olympiacos CFP,23,1000,14000000,30,84.0,77,77,74,77,12657000.0
779,E. Bardhi,FYR Macedonia,Levante UD,23,23000,14000000,65,80.0,80,80,78,75,14397500.0
780,N. Maksimović,Serbia,Getafe CF,24,22000,14000000,79,71.0,82,82,79,79,12854750.0
783,Óliver Torres,Spain,Sevilla FC,24,17000,13500000,63,82.0,76,76,81,80,14042500.0
787,M. Lemina,Gabon,Southampton,25,53000,13500000,73,78.0,73,73,82,74,12058500.0
789,E. Pulgar,Chile,Fiorentina,25,45000,12500000,78,74.0,74,74,78,75,11690000.0
790,A. Miranchuk,Russia,Lokomotiv Moscow,23,1000,14000000,28,79.0,75,75,81,82,11805500.0
791,W. Barrios,Colombia,Colombia,25,0,0,81,69.0,77,77,78,65,10014000.0
794,B. Santamaria,France,Angers SCO,24,21000,12500000,78,77.0,73,73,81,74,12382500.0
796,Joan Jordán,Spain,Sevilla FC,24,17000,13500000,76,76.0,72,72,81,80,11726000.0
797,L. Tousart,France,Olympique Lyonnais,22,50000,12500000,82,64.0,75,75,77,67,11606500.0
798,Y. Yazıcı,Turkey,LOSC Lille,22,35000,14000000,54,81.0,72,72,79,79,13065000.0
799,M. Gregoritsch,Austria,FC Augsburg,25,26000,13500000,40,74.0,78,78,77,74,10512500.0
801,T. Vilhena,Netherlands,Netherlands,24,0,0,72,78.0,77,77,78,73,9732000.0
802,Denis Suárez,Spain,RC Celta,25,25000,13000000,59,83.0,82,82,81,81,14602500.0
805,I. Amadou,France,Norwich City,26,46000,12000000,81,72.0,76,76,76,65,11465000.0
806,M. Meyer,Germany,Crystal Palace,23,48000,13500000,66,83.0,76,76,84,80,14762500.0
811,E. Skhiri,Tunisia,1. FC Köln,24,24000,12000000,79,74.0,71,71,77,67,10589000.0
816,J. Veretout,France,Roma,26,42000,12500000,74,77.0,78,78,82,78,12427500.0
817,V. Fischer,Denmark,FC København,25,23000,13000000,37,80.0,72,72,75,77,11903500.0
818,S. Meïté,France,Torino,25,43000,13000000,76,78.0,76,76,80,75,11917500.0
819,J. Boëtius,Netherlands,1. FSV Mainz 05,25,29000,13000000,43,81.0,75,75,75,79,13922500.0
821,R. Gagliardini,Italy,Inter,25,51000,12000000,78,74.0,72,72,78,73,11058000.0
824,H. Hateboer,Netherlands,Atalanta,25,50000,13000000,78,77.0,77,77,77,67,11785000.0
825,B. Verbič,Slovenia,Dynamo Kyiv,25,1000,13000000,34,80.0,79,79,75,75,13274000.0
826,G. Martínez,Argentina,Atlanta United,26,10000,13000000,28,83.0,78,78,70,72,13412000.0
832,Fernando,Brazil,Beijing Sinobo Guoan FC,27,20000,11000000,78,73.0,73,73,81,75,10853000.0
833,K. Fortounis,Greece,Olympiacos CFP,26,1000,12500000,35,80.0,77,77,77,77,11875000.0
835,Omar Mascarell,Spain,FC Schalke 04,26,30000,11500000,76,76.0,73,73,82,74,11553000.0
839,V. Wanyama,Kenya,Tottenham Hotspur,28,77000,10500000,83,70.0,79,79,75,60,10334000.0
843,Sérgio Oliveira,Portugal,FC Porto,27,15000,11500000,69,76.0,73,73,81,81,10993500.0
848,R. Freuler,Switzerland,Atalanta,27,52000,11500000,72,75.0,77,77,79,74,10990500.0
849,D. Demme,Germany,RB Leipzig,27,45000,10500000,75,74.0,75,75,80,70,8392500.0
852,F. Mollet,France,Montpellier HSC,27,34000,12000000,49,79.0,71,71,80,81,11092500.0
853,J. Hofmann,Germany,Borussia Mönchengladbach,26,30000,12000000,44,78.0,76,76,77,77,10724000.0
854,V. Grifo,Italy,TSG 1899 Hoffenheim,26,36000,12000000,31,82.0,75,75,75,73,12215000.0
855,F. Tait,France,Stade Rennais FC,26,43000,12000000,37,81.0,75,75,78,78,12458000.0
856,D. Laxalt,Uruguay,Milan,26,40000,12000000,64,78.0,72,72,78,68,10684500.0
862,C. Tévez,Argentina,Boca Juniors,35,19000,4500000,51,78.0,74,74,79,75,8312000.0
863,J. Sosa,Argentina,Trabzonspor,34,34000,5000000,65,80.0,76,76,82,81,14675500.0
871,R. Babel,Netherlands,Galatasaray SK,32,64000,8000000,28,80.0,73,73,73,75,8328500.0
874,S. Nasri,France,RSC Anderlecht,32,23000,8000000,37,80.0,74,74,77,76,10487000.0
878,J. dos Santos,Mexico,LA Galaxy,29,11000,10000000,71,78.0,77,77,82,75,11431000.0
880,N. Şahin,Turkey,SV Werder Bremen,30,28000,8500000,73,77.0,82,82,82,81,10520000.0
881,S. Defour,Belgium,Burnley,31,39000,9000000,74,76.0,79,79,79,77,9376000.0
882,K. Mirallas,Belgium,Everton,31,75000,9000000,52,80.0,74,74,80,67,9745000.0
883,Manu García,Spain,Deportivo Alavés,33,27000,6000000,81,71.0,78,78,79,77,7854500.0
885,V. Moses,Nigeria,Fenerbahçe SK,28,66000,10500000,74,81.0,76,76,76,72,11847500.0
886,C. Ansaldi,Argentina,Torino,32,45000,8000000,79,79.0,79,79,79,75,10030000.0
891,V. Birsa,Slovenia,Cagliari,32,35000,8000000,52,79.0,73,73,80,79,9453000.0
895,P. Diop,Senegal,SD Eibar,33,23000,5000000,79,68.0,75,75,72,65,5992750.0
896,M. Sulejmani,Serbia,BSC Young Boys,30,26000,10000000,36,80.0,75,75,75,70,9417000.0
903,N. Amrabat,Morocco,Al Nassr,32,41000,8000000,65,80.0,74,74,78,78,9460000.0
905,L. Fejsa,Serbia,SL Benfica,30,14000,8500000,82,66.0,75,75,76,61,9587500.0
909,P. Piatti,Argentina,RCD Espanyol,30,30000,10000000,35,79.0,75,75,76,75,9853500.0
911,Bruno,Spain,Villarreal CF,35,25000,4300000,78,70.0,74,74,83,83,9566500.0
912,Adrien Silva,Portugal,Leicester City,30,75000,9500000,76,76.0,76,76,81,77,10892500.0
913,Mikel San José,Spain,Athletic Club de Bilbao,30,26000,9500000,80,64.0,78,78,81,79,11359000.0
918,C. Grenier,France,Stade Rennais FC,28,45000,10500000,59,76.0,71,71,80,80,8439500.0
919,Camacho,Spain,VfL Wolfsburg,29,44000,9000000,80,68.0,78,78,80,76,8715500.0
920,Rafael Carioca,Brazil,Tigres U.A.N.L.,30,63000,8500000,77,75.0,75,75,81,75,10270000.0
922,R. Boudebouz,Algeria,AS Saint-Étienne,29,36000,10000000,35,79.0,73,73,78,82,9195000.0
925,S. Rudy,Germany,TSG 1899 Hoffenheim,29,35000,9000000,74,78.0,79,79,81,79,10490000.0
926,Souza,Brazil,Al Ahli,30,38000,8500000,80,72.0,71,71,76,66,6280375.0
928,Iborra,Spain,Villarreal CF,31,33000,9000000,76,69.0,75,75,83,78,8968500.0
929,J. Baumgartlinger,Austria,Bayer 04 Leverkusen,31,53000,8000000,80,68.0,74,74,81,64,8747000.0
935,B. André,France,LOSC Lille,28,42000,10500000,78,75.0,76,76,80,76,10735000.0
936,M. Antonio,England,West Ham United,29,79000,10000000,56,78.0,76,76,75,74,9446000.0
937,P. Groß,Germany,Brighton & Hove Albion,28,52000,10500000,62,74.0,76,76,80,84,7944666.666666666
938,J. Guðmundsson,Iceland,Burnley,28,40000,10500000,63,77.0,77,77,77,79,9799500.0
942,R. Soriano,Italy,Bologna,28,36000,10500000,66,79.0,73,73,79,78,10197000.0
943,G. Medel,Chile,Beşiktaş JK,31,58000,8000000,83,69.0,80,80,79,65,8914500.0
944,D. Didavi,Germany,VfB Stuttgart,29,32000,10000000,59,79.0,78,78,79,72,10020000.0
946,A. Townsend,England,Crystal Palace,27,55000,11000000,35,80.0,76,76,75,75,10829500.0
947,T. Cairney,Scotland,Fulham,28,49000,10500000,62,79.0,75,75,81,78,10512500.0
949,N. Lodeiro,Uruguay,Seattle Sounders FC,30,10000,10000000,52,79.0,79,79,79,78,10411500.0
950,G. Krychowiak,Poland,Lokomotiv Moscow,29,1000,9000000,77,68.0,74,74,79,68,8654000.0
953,Nolito,Spain,Sevilla FC,32,19000,8000000,39,78.0,79,79,77,76,8789000.0
954,S. Rode,Germany,Eintracht Frankfurt,28,35000,9000000,77,73.0,78,78,77,74,8347500.0
956,G. Ramírez,Uruguay,Sampdoria,28,39000,10500000,45,79.0,74,74,80,79,9058000.0
962,A. Carrillo,Peru,Al Hilal,28,43000,10500000,32,83.0,74,74,73,73,10217500.0
968,G. Pizarro,Argentina,Tigres U.A.N.L.,29,66000,9000000,80,68.0,71,71,79,71,8237000.0
969,M. de Roon,Netherlands,Atalanta,28,54000,10500000,79,73.0,80,80,79,73,10792500.0
971,G. Kanga,Gabon,Sparta Praha,28,1000,10500000,59,81.0,78,78,79,79,12975000.0
976,I. Fernández,Argentina,River Plate,29,27000,10000000,64,79.0,73,73,81,80,10600000.0
977,N. Domínguez,Argentina,Racing Club,29,23000,9000000,77,68.0,73,73,77,80,8186250.0
979,J. Seri,Ivory Coast,Galatasaray SK,27,64000,10500000,71,79.0,73,73,83,78,11855000.0
980,R. Battaglia,Argentina,Sporting CP,27,15000,10500000,83,73.0,75,75,78,72,10725000.0
985,Claudio Coíntra,Brazil,Internacional,35,22000,4500000,28,77.0,82,82,75,79,6903250.0
987,Sidney Pessinho,Brazil,Internacional,27,27000,9500000,76,69.0,81,81,75,72,4866148.809523808
991,F. Contedo,Uruguay,Uruguay,35,0,0,28,77.0,82,82,75,79,6903250.0
995,E. Palacios,Argentina,River Plate,20,18000,14000000,71,77.0,74,74,77,75,11999500.0
996,M. Grujić,Serbia,Hertha BSC,23,22000,13000000,75,78.0,77,77,79,77,12298500.0
998,D. Brooks,Wales,Bournemouth,21,44000,14000000,49,79.0,74,74,77,77,9482500.0
1000,Brais Méndez,Spain,RC Celta,22,21000,13500000,49,77.0,74,74,76,78,11321500.0
1003,J. Grealish,England,Aston Villa,23,47000,13000000,41,80.0,68,68,78,78,10591000.0
1004,A. Miranchuk,Russia,Lokomotiv Moscow,23,1000,13000000,30,77.0,76,76,78,77,10711833.333333334
1007,C. Nkunku,France,RB Leipzig,21,34000,13000000,72,80.0,74,74,79,76,12255000.0
1008,Wendel,Brazil,Sporting CP,21,11000,13000000,73,79.0,76,76,78,76,11535000.0
1009,F. Valverde,Uruguay,Real Madrid,20,86000,13000000,69,73.0,75,75,80,78,10581000.0
1011,N. Vlašić,Croatia,PFC CSKA Moscow,21,1000,13000000,55,80.0,73,73,76,78,12197000.0
1018,M. Pašalić,Croatia,Atalanta,24,43000,12500000,72,76.0,75,75,79,74,11607500.0
1020,L. Cook,England,Bournemouth,22,52000,12500000,72,78.0,75,75,79,76,11610000.0
1022,N. Nández,Uruguay,Cagliari,23,28000,12500000,79,76.0,81,81,78,72,11155000.0
1026,A. Barák,Czech Republic,Udinese,24,16000,12500000,66,76.0,72,72,80,76,11089000.0
1027,M. Rojas,Paraguay,Racing Club,23,19000,12500000,62,80.0,74,74,79,75,11642500.0
1028,S. McTominay,Scotland,Manchester United,22,73000,11500000,75,72.0,73,73,78,72,9687500.0
1030,Chiquinho,Portugal,SL Benfica,23,13000,12500000,62,79.0,78,78,78,78,12172500.0
1035,O. Duda,Slovakia,Hertha BSC,24,25000,12000000,66,80.0,75,75,77,75,11762500.0
1036,M. Lopez,France,Olympique de Marseille,21,26000,12000000,66,79.0,77,77,82,78,12070000.0
1038,K. Laimer,Austria,RB Leipzig,22,41000,12000000,77,78.0,77,77,78,74,11037500.0
1041,P. Rosario,Netherlands,PSV,22,15000,11000000,77,72.0,74,74,78,73,10382500.0
1042,W. Hughes,England,Watford,24,52000,12000000,72,78.0,78,78,81,83,12854000.0
1044,Andreas Pereira,Brazil,Manchester United,23,81000,11500000,65,78.0,74,74,80,76,10840000.0
1046,M. Benassi,Italy,Fiorentina,24,43000,11500000,74,77.0,72,72,80,74,10957500.0
1049,W. Cyprien,France,OGC Nice,24,28000,11500000,77,78.0,70,70,78,77,10409500.0
1051,N. Bentaleb,Algeria,FC Schalke 04,24,27000,11500000,71,79.0,72,72,80,80,10975000.0
1052,P. Højbjerg,Denmark,Southampton,23,45000,11500000,75,75.0,75,75,79,73,10715000.0
1053,L. Miranda,Argentina,Club Tijuana,25,22000,11500000,70,77.0,69,69,82,72,6946500.0
1056,G. Escalante,Argentina,SD Eibar,26,22000,10500000,76,69.0,72,72,76,70,9277375.0
1057,Alex Berenguer,Spain,Torino,23,37000,12000000,64,79.0,74,74,77,73,10261500.0
1059,S. Sensi,Italy,Inter,23,48000,11500000,73,76.0,70,70,80,80,10438500.0
1060,M. Gaćinović,Serbia,Eintracht Frankfurt,24,30000,12000000,64,81.0,76,76,76,75,12082500.0
1062,M. Arambarri,Uruguay,Getafe CF,23,19000,11000000,79,71.0,72,72,79,68,10574000.0
1063,R. Marin,Romania,Ajax,23,18000,11500000,66,75.0,73,73,78,76,10032000.0
1065,O. Selnæs,Norway,Shenzhen FC,24,14000,10500000,74,73.0,75,75,81,76,10244500.0
1066,R. Pizarro,Mexico,Monterrey,25,40000,11500000,62,78.0,73,73,78,77,10824500.0
1071,G. Pereiro,Uruguay,PSV,24,16000,11500000,40,79.0,74,74,75,77,8031000.0
1073,N. Redmond,England,Southampton,25,50000,11000000,26,82.0,69,69,73,73,11002500.0
1075,L. Ocampos,Argentina,Sevilla FC,24,16000,11500000,52,75.0,83,83,74,71,9656500.0
1076,J. Lukaku,Belgium,Lazio,24,39000,11500000,74,80.0,78,78,74,68,10919000.0
1078,S. Boufal,Morocco,Southampton,25,50000,11000000,40,86.0,63,63,75,75,11212500.0
1081,Y. Gerhardt,Germany,VfL Wolfsburg,25,41000,11000000,73,76.0,78,78,77,77,10392500.0
1082,B. Bourigeaud,France,Stade Rennais FC,25,39000,11000000,68,77.0,78,78,79,79,10605833.333333334
1086,A. Schöpf,Austria,FC Schalke 04,25,30000,11000000,60,79.0,76,76,75,65,10310500.0
1087,D. Kuzyaev,Russia,Russia,26,0,0,77,78.0,73,73,82,70,5459500.0
1088,G. Rodríguez,Argentina,Club América,24,41000,10000000,76,63.0,73,73,75,63,8262750.0
1089,C. Domínguez,Paraguay,Independiente,24,19000,11500000,33,77.0,71,71,76,74,5961500.0
1093,O. Özyakup,Turkey,Beşiktaş JK,26,60000,10500000,65,79.0,71,71,80,80,10608500.0
1098,L. Bittencourt,Germany,TSG 1899 Hoffenheim,25,33000,11000000,55,83.0,74,74,78,75,11947500.0
1100,K. Stöger,Austria,Fortuna Düsseldorf,25,30000,11000000,37,78.0,77,77,79,79,10158166.666666668
1105,P. Lees-Melou,France,OGC Nice,26,32000,10500000,68,77.0,75,75,79,77,10306000.0
1106,J. Shelvey,England,Newcastle United,27,40000,10000000,63,72.0,70,70,82,82,5444500.0
1109,D. Pröpper,Netherlands,Brighton & Hove Albion,27,47000,10000000,69,75.0,77,77,77,82,9116500.0
1110,N. Gudelj,Serbia,Sevilla FC,27,16000,9000000,75,67.0,72,72,78,70,8127375.0
1114,M. van Ginkel,Netherlands,Chelsea,26,87000,10500000,73,75.0,74,74,82,76,11178000.0
1115,Pedro Obiang,Equatorial Guinea,Sassuolo,27,45000,9000000,78,73.0,69,69,77,78,6236750.0
1121,A. Younes,Germany,Napoli,25,53000,10500000,43,87.0,76,76,77,78,13167500.0
1125,R. Centurión,Argentina,Atlético de San Luis,26,16000,10500000,37,82.0,74,74,68,74,10810000.0
1126,M. Elneny,Egypt,Arsenal,26,65000,9500000,74,70.0,75,75,78,70,6934000.0
1129,E. Akbaba,Turkey,Galatasaray SK,26,60000,10500000,55,76.0,73,73,76,78,9211000.0
1131,P. Hrošovský,Slovakia,KRC Genk,27,18000,10000000,71,76.0,74,74,78,77,9862000.0
1132,D. Baier,Germany,FC Augsburg,35,17000,2800000,74,75.0,80,80,80,78,10937500.0
1143,J. Farfán,Peru,Lokomotiv Moscow,34,1000,4500000,43,75.0,77,77,73,78,5858000.0
1144,Gelson Fernandes,Switzerland,Eintracht Frankfurt,32,31000,6000000,76,66.0,74,74,75,66,6311441.666666666
1145,Javi García,Spain,Real Betis,32,22000,6000000,77,68.0,73,73,82,65,4693500.0
1150,T. Walcott,England,Everton,30,71000,8500000,39,79.0,76,76,71,71,7680500.0
1153,E. Elia,Netherlands,Medipol Başakşehir FK,32,37000,7000000,32,85.0,73,73,74,67,8695000.0
1154,L. Schøne,Denmark,Genoa,33,19000,5000000,54,76.0,72,72,82,80,5718500.0
1156,Z. Junuzović,Austria,FC Red Bull Salzburg,31,37000,7500000,64,81.0,73,73,77,76,8750000.0
1158,V. Odjidja-Ofoe,Belgium,KAA Gent,30,23000,8000000,73,74.0,68,68,80,78,8247500.0
1159,P. Wernbloom,Sweden,PAOK,33,1000,4300000,78,67.0,73,73,74,70,4048400.0
1162,M. Schneiderlin,France,Everton,29,68000,7500000,76,71.0,74,74,78,67,7610000.0
1163,Miguel Veloso,Portugal,Hellas Verona,33,19000,5000000,72,75.0,69,69,83,80,6674500.0
1165,J. Lens,Netherlands,Beşiktaş JK,31,60000,8000000,39,79.0,77,77,74,70,8574000.0
1177,I. Traoré,Guinea,Borussia Mönchengladbach,31,29000,8000000,44,83.0,77,77,74,73,10422500.0
1178,M. Carcela-González,Morocco,Standard de Liège,30,18000,8500000,38,83.0,72,72,72,69,9782500.0
1179,R. Alessandrini,France,LA Galaxy,30,10000,8500000,55,78.0,76,76,72,74,8091500.0
1181,Maurício,Brazil,PAOK,30,1000,7500000,76,76.0,71,71,80,75,8627000.0
1182,A. Poli,Italy,Bologna,29,34000,8500000,72,78.0,76,76,80,78,10162500.0
1184,D. Drinkwater,England,Burnley,29,38000,8500000,75,75.0,76,76,80,76,9565000.0
1185,Claudemir,Brazil,SC Braga,31,14000,6500000,75,73.0,74,74,79,75,7387500.0
1187,A. Dzagoev,Russia,PFC CSKA Moscow,29,1000,8500000,71,76.0,75,75,74,81,7956000.0
1192,A. Westwood,England,Burnley,29,38000,8500000,76,74.0,77,77,80,78,8958500.0
1193,D. Latza,Germany,1. FSV Mainz 05,29,30000,8500000,71,74.0,76,76,80,76,9114000.0
1194,Victor Sánchez,Spain,RCD Espanyol,31,28000,7500000,82,73.0,78,78,79,81,9562500.0
1196,J. Kucka,Slovakia,Parma,32,42000,6500000,77,74.0,79,79,76,70,7075000.0
1197,T. Rincón,Venezuela,Torino,31,42000,7500000,82,76.0,76,76,78,72,8070000.0
1199,Y. Mallı,Turkey,VfL Wolfsburg,27,43000,9500000,29,81.0,76,76,80,76,10826000.0
1200,Carlos Eduardo,Brazil,Al Hilal,29,41000,8500000,57,73.0,77,77,74,79,6698000.0
1204,Rômulo,Italy,Genoa,32,19000,7000000,74,79.0,72,72,78,72,7875000.0
1206,Fransérgio,Brazil,SC Braga,28,16000,9000000,71,71.0,75,75,75,74,7640500.0
1207,J. Martin,France,RC Strasbourg Alsace,29,31000,8500000,75,75.0,77,77,80,78,10080000.0
1208,P. Herrmann,Germany,Borussia Mönchengladbach,28,30000,9000000,26,78.0,78,78,74,78,8708000.0
1210,Tomás Pina,Spain,Deportivo Alavés,31,25000,7500000,77,74.0,78,78,79,74,8518000.0
1213,André André,Portugal,Vitória Guimarães,29,13000,8500000,72,78.0,72,72,80,75,10277500.0
1215,P. Hernández,Chile,Independiente,32,22000,6500000,68,72.0,75,75,78,78,6640000.0
1218,J. Forrest,Scotland,Celtic,27,52000,9500000,52,80.0,72,72,73,73,9291000.0
1219,R. Saponara,Italy,Genoa,27,19000,9500000,34,80.0,68,68,79,79,10706500.0
1222,A. Trebel,France,RSC Anderlecht,28,23000,9000000,74,76.0,77,77,76,76,8410000.0
1224,M. Pereyra,Uruguay,Orlando City SC,29,10000,8500000,63,78.0,75,75,79,83,10674666.666666668
1225,F. Fajr,Morocco,Getafe CF,30,24000,8000000,71,77.0,74,74,80,77,9160000.0
1226,L. Castro,Argentina,Cagliari,30,33000,8000000,70,80.0,73,73,80,77,8595000.0
1229,E. Vargas,Chile,Tigres U.A.N.L.,29,68000,8500000,45,80.0,77,77,72,73,8183000.0
1232,T. Strobl,Germany,Borussia Mönchengladbach,29,27000,7500000,79,58.0,77,77,74,66,6769800.0
1233,R. Saïss,Morocco,Wolverhampton Wanderers,29,68000,7500000,77,69.0,77,77,79,73,7712000.0
1239,P. Pérez,Argentina,Independiente,33,22000,5000000,74,74.0,72,72,80,81,9889500.0
1242,A. Marušić,Montenegro,Lazio,26,45000,9500000,71,76.0,76,76,75,72,8774000.0
1247,Simão Acunha,Brazil,Atlético Mineiro,31,35000,8000000,32,77.0,78,78,79,80,4448333.333333333
1249,L. Baezo,Uruguay,Uruguay,31,0,0,80,71.0,73,73,76,72,2956000.0
1250,A. Píriz,Uruguay,Uruguay,31,0,0,32,77.0,78,78,79,80,4448333.333333333
1252,V. Castro,Uruguay,Uruguay,27,0,0,76,69.0,81,81,75,72,4866148.809523808
1254,P. Foden,England,Manchester City,19,52000,16500000,58,79.0,69,69,80,76,13723500.0
1258,Florentino,Portugal,SL Benfica,19,6000,12000000,78,68.0,74,74,74,66,5257375.0
1259,A. Maier,Germany,Hertha BSC,20,20000,13000000,73,75.0,75,75,81,75,12091000.0
1260,R. Mandragora,Italy,Udinese,22,15000,12000000,75,75.0,74,74,78,76,11182500.0
1263,A. Lookman,England,RB Leipzig,21,32000,12500000,24,83.0,69,69,73,71,11634500.0
1264,T. Adams,United States,RB Leipzig,20,28000,11500000,76,72.0,77,77,77,71,9547500.0
1265,R. Orsolini,Italy,Bologna,22,27000,12500000,26,80.0,72,72,76,71,9269500.0
1267,W. McKennie,United States,FC Schalke 04,20,21000,12500000,76,74.0,78,78,76,75,10690875.0
1268,A. Mac Allister,Argentina,Boca Juniors,20,17000,12500000,54,74.0,70,70,75,77,10553125.0
1270,Kangin Lee,Korea Republic,Valencia CF,18,11000,11500000,23,80.0,68,68,74,80,10630500.0
1272,T. Castagne,Belgium,Atalanta,23,40000,12000000,73,75.0,76,76,73,66,9408625.0
1273,Edu Expósito,Spain,SD Eibar,22,20000,11500000,70,74.0,76,76,79,79,8714500.0
1276,Aleñá,Spain,FC Barcelona,21,81000,12000000,62,78.0,78,78,77,78,11437500.0
1277,A. Ndiaye,Senegal,Getafe CF,22,20000,12000000,52,81.0,68,68,71,67,10919500.0
1278,Gedson Fernandes,Portugal,SL Benfica,20,10000,12000000,74,76.0,76,76,76,73,10137500.0
1280,I. Sangaré,Ivory Coast,Toulouse Football Club,21,18000,11000000,76,72.0,75,75,74,73,9103250.0
1282,S. Chukwueze,Nigeria,Villarreal CF,20,22000,12000000,32,82.0,72,72,69,68,10663000.0
1285,M. Locatelli,Italy,Sassuolo,21,30000,10500000,75,74.0,68,68,78,75,9433000.0
1289,X. Schlager,Austria,VfL Wolfsburg,21,30000,11500000,67,77.0,78,78,76,76,9144500.0
1291,I. Doumbia,Ivory Coast,Sporting CP,21,9000,10500000,77,73.0,75,75,75,70,9166800.0
1295,A. Danjuma Groeneveld,Netherlands,Bournemouth,22,49000,11500000,52,79.0,69,69,72,68,9336500.0
1297,A. Haidara,Mali,RB Leipzig,21,32000,11500000,70,76.0,77,77,77,76,8123000.0
1298,T. Koopmeiners,Netherlands,AZ Alkmaar,21,8000,10500000,73,70.0,76,76,75,73,8667500.0
1299,I. Hayden,England,Newcastle United,24,29000,10000000,75,68.0,74,74,76,69,8856500.0
1301,K. Linetty,Poland,Sampdoria,24,28000,10500000,74,75.0,74,74,78,76,10642500.0
1303,A. Živković,Serbia,SL Benfica,22,12000,11000000,64,83.0,80,80,75,77,14070500.0
1307,L. Blas,France,En Avant de Guingamp,21,8000,11000000,72,79.0,73,73,79,76,9735500.0
1308,A. Harit,Morocco,FC Schalke 04,22,25000,11000000,50,82.0,71,71,74,75,10597000.0
1309,Zubeldia,Spain,Real Sociedad,22,21000,10000000,75,72.0,74,74,81,78,9632500.0
1315,T. Bongonda,Belgium,KRC Genk,23,15000,10500000,26,82.0,70,70,75,67,10512000.0
1319,Matheus Pereira,Brazil,West Bromwich Albion,23,36000,10500000,37,81.0,71,71,74,69,9695500.0
1320,Toni Villa,Spain,Real Valladolid CF,24,17000,10500000,56,83.0,75,75,78,76,12160000.0
1321,Eduardo Henrique,Brazil,Sporting CP,24,12000,10500000,70,74.0,74,74,78,76,9357000.0
1322,Y. Aït Bennasser,Morocco,AS Monaco,22,30000,10500000,68,78.0,70,70,80,76,9129000.0
1323,S. Ascacíbar,Argentina,VfB Stuttgart,22,21000,9500000,80,66.0,74,74,70,60,8096250.0
1327,D. Praet,Belgium,Leicester City,25,63000,10000000,63,78.0,73,73,81,76,10337500.0
1335,I. Kahveci,Turkey,Medipol Başakşehir FK,23,30000,10000000,61,78.0,71,71,78,78,8450500.0
1337,Pedraza,Spain,Real Betis,23,20000,10500000,67,76.0,71,71,73,66,8535500.0
1338,V. Guzmán,Mexico,Pachuca,24,19000,10000000,65,75.0,75,75,79,74,9266500.0
1339,Palhinha,Portugal,SC Braga,23,12000,9500000,77,67.0,74,74,76,68,8677800.0
