,short_name,nationality,position,age,wage_eur,value_eur,mentality_positioning,attacking_finishing,movement_reactions,skill_ball_control,power_shot_power,value_pred
1494,E. Choupo-Moting,Cameroon,delantero,30,67000,7500000,77,72,73,76,77,8071000.0
1495,S. Terodde,Germany,delantero,31,29000,7000000,79,81,77,74,79,10426000.0
1501,A. Szalai,Hungary,delantero,31,35000,7000000,78,80,77,75,82,8175500.0
1505,F. Borini,Italy,delantero,28,39000,8000000,79,73,77,79,76,13116500.0
1513,L. Acosta,Argentina,delantero,31,21000,7000000,76,69,80,77,73,4753500.0
1527,D. Quintero,Colombia,delantero,31,10000,7000000,75,73,74,75,73,6550000.0
1531,Y. Ōsako,Japan,delantero,29,30000,7500000,77,73,78,77,70,6815500.0
1536,A. Schürrle,Germany,delantero,28,1000,8000000,76,75,75,78,82,8321125.0
1540,A. Gray,England,delantero,28,63000,8000000,77,77,76,72,80,7486500.0
1544,D. Pabón,Colombia,delantero,31,42000,7000000,77,72,76,73,88,7150000.0
1545,J. Martínez,Colombia,delantero,32,10000,6000000,75,74,71,75,80,4827100.0
1547,T. Gutiérrez,Colombia,delantero,34,5000,4100000,81,75,74,81,78,8631000.0
1555,João Pedro,Brazil,delantero,27,33000,8000000,79,75,76,77,77,8651000.0
1557,R. Inglese,Italy,delantero,27,43000,8000000,78,78,72,76,78,8145500.0
1558,N. Jørgensen,Denmark,delantero,28,16000,8000000,75,77,75,77,80,8277500.0
1561,E. Gigliotti,Argentina,delantero,32,26000,6000000,82,84,72,75,78,6098000.0
1566,A. Knockaert,France,delantero,27,45000,8000000,74,70,72,82,73,8725500.0
1569,R. Ruidíaz,Peru,delantero,28,10000,8000000,80,80,70,74,76,7747000.0
1573,D. Gayle,England,delantero,28,42000,8000000,82,80,76,71,76,8357500.0
1581,R. Steffen,Switzerland,delantero,27,43000,8000000,70,71,73,77,76,7479000.0
1586,J. Izquierdo,Colombia,delantero,26,48000,8500000,74,65,70,78,79,7919500.0
1588,E. Valencia,Ecuador,delantero,29,68000,7500000,74,75,72,73,80,7195000.0
1591,A. Mena,Ecuador,delantero,31,32000,7000000,74,73,74,77,70,7022000.0
1603,Dênildo Stein,Brazil,delantero,31,30000,7000000,72,78,79,75,76,7308500.0
1606,Y. Kobayashi,Japan,delantero,31,12000,7000000,77,76,75,75,77,7832000.0
1611,A. Vera,Uruguay,delantero,31,0,0,72,78,79,75,76,7308500.0
1621,C. Stengs,Netherlands,delantero,20,9000,11500000,69,64,78,82,61,13365000.0
1622,J. Kluivert,Netherlands,delantero,20,29000,11500000,66,70,67,78,77,9129000.0
1625,Manu Vallejo,Spain,delantero,22,28000,11500000,72,78,71,74,78,9698500.0
1626,Rafael Leão,Portugal,delantero,20,27000,11500000,78,76,73,75,77,10427500.0
1627,H. Wilson,Wales,delantero,22,51000,10500000,73,74,72,75,77,8729000.0
1632,H. Barnes,England,delantero,21,52000,11000000,74,69,73,76,71,8807500.0
1634,K. Diatta,Senegal,delantero,20,18000,11000000,69,68,71,76,72,8434125.0
1636,Carlos Fernández,Spain,delantero,23,19000,10500000,72,80,70,77,73,8452500.0
1637,A. Morelos,Colombia,delantero,23,44000,10500000,80,74,67,72,75,8200750.0
1648,Bruno Tabata,Brazil,delantero,22,9000,10500000,74,63,76,79,77,11278000.0
1651,G. Tutino,Italy,delantero,22,16000,10000000,75,77,74,75,75,9143000.0
1655,L. Dimata,Belgium,delantero,21,16000,10000000,71,77,69,68,78,3454750.0
1657,C. Kouamé,Ivory Coast,delantero,21,14000,10000000,78,78,69,75,72,8826500.0
1659,E. Dennis,Nigeria,delantero,21,18000,10000000,65,75,73,79,75,9873500.0
1661,Jovane Cabral,Cape Verde,delantero,21,11000,10000000,73,65,73,77,75,8880000.0
1663,R. Skov,Denmark,delantero,23,29000,9500000,73,72,69,75,88,8035500.0
1676,D. Lukébakio,Belgium,delantero,21,21000,9500000,77,76,75,76,75,8953000.0
1680,J. Hernández,Colombia,delantero,20,44000,9500000,75,78,74,68,73,8284500.0
1684,S. Schrijvers,Belgium,delantero,22,20000,9500000,76,78,75,77,72,9174000.0
1687,N. Maupay,France,delantero,22,40000,9500000,82,78,78,75,74,8637000.0
1689,W. Saïd,France,delantero,24,25000,9500000,77,76,76,77,75,9111000.0
1691,Sandro,Spain,delantero,23,18000,9500000,77,73,73,81,84,9496875.0
1693,E. Ponce,Argentina,delantero,22,1000,9500000,74,76,73,71,76,8410000.0
1729,D. Gray,England,delantero,23,60000,9000000,68,63,67,78,82,4882125.0
1737,R. Assalé,Ivory Coast,delantero,25,23000,9000000,77,77,81,78,76,9697000.0
1740,E. Ávila,Argentina,delantero,25,29000,9000000,70,76,72,74,79,8769000.0
1741,O. Idrissi,Morocco,delantero,23,11000,9000000,67,70,68,80,78,8802000.0
1744,S. Ghoddos,Iran,delantero,25,19000,9000000,73,73,74,76,78,8598000.0
1765,L. Ajorque,France,delantero,25,28000,8500000,78,77,71,73,78,8130833.333333334
1767,V. Muriqi,Kosovo,delantero,25,55000,8500000,76,77,74,75,78,8600000.0
1770,M. Pjaca,Croatia,delantero,24,71000,8500000,62,61,68,87,76,10224000.0
1771,A. Mitriță,Romania,delantero,24,8000,8500000,73,69,77,76,73,7568000.0
1774,O. Kharbin,Syria,delantero,25,36000,8500000,77,75,66,72,79,7322500.0
1777,Borja Bastón,Spain,delantero,26,30000,8500000,79,76,75,74,80,8207000.0
1787,M. Krmenčík,Czech Republic,delantero,26,1000,8500000,78,77,66,73,69,6423750.0
1793,R. Quaison,Sweden,delantero,25,26000,8500000,77,74,75,78,73,8378500.0
1795,M. Konaté,Senegal,delantero,26,20000,8500000,75,75,74,73,73,7475400.0
1800,Ivan Cavaleiro,Portugal,delantero,25,41000,8500000,72,70,71,77,78,8058000.0
1802,N. Castillo,Chile,delantero,26,50000,8500000,75,76,73,72,81,7935000.0
1811,J. Rodríguez,Uruguay,delantero,25,25000,8500000,78,75,72,72,78,7814000.0
1813,P. Tau,South Africa,delantero,25,22000,8500000,74,76,68,80,69,8072125.0
1814,V. Janssen,Netherlands,delantero,25,38000,8500000,78,77,74,75,83,8880000.0
1846,J. Drmić,Switzerland,delantero,26,46000,8000000,75,75,72,72,77,7781500.0
1848,N. Sansone,Italy,delantero,27,32000,8000000,76,77,74,78,78,8458500.0
1850,Jesé,Spain,delantero,26,64000,8000000,75,70,67,77,75,6897500.0
1859,S. Larsson,Sweden,delantero,26,15000,8000000,69,67,72,81,77,8728000.0
1861,Fran Sol,Spain,delantero,27,1000,8000000,74,80,76,70,78,8022125.0
1867,A. Jahanbakhsh,Iran,delantero,25,44000,8000000,71,70,72,78,84,8490250.0
1874,Y. Mutō,Japan,delantero,26,39000,8000000,76,75,74,77,72,7915000.0
1875,Borja Valle,Spain,delantero,26,11000,8000000,79,78,76,75,78,7725000.0
1876,K. Onisiwo,Austria,delantero,27,28000,8000000,75,74,74,75,75,7527500.0
1877,J. Ito,Japan,delantero,26,17000,8000000,73,68,64,73,64,6054375.0
1880,C. Pizarro,Peru,delantero,40,20000,0,81,79,78,78,75,3903500.0
1883,Jonatan Soriano,Spain,delantero,33,38000,4200000,77,82,75,78,75,6566000.0
1917,H. Rodallega,Colombia,delantero,33,26000,4200000,76,75,73,74,73,5079250.0
1936,M. Harnik,Austria,delantero,32,28000,5500000,74,75,73,72,78,6996000.0
1937,P. Cissé,Senegal,delantero,34,16000,3500000,77,79,77,76,79,5816000.0
1938,S. Okaka,Italy,delantero,29,60000,6500000,73,72,70,77,81,6525500.0
1939,O. Kamara,Norway,delantero,29,10000,6500000,77,77,75,75,75,7409500.0
1941,O. Cardozo,Paraguay,delantero,36,0,0,84,74,75,74,88,3152500.0
1942,D. N'Doye,Senegal,delantero,34,22000,3500000,75,74,71,72,80,4123000.0
1950,A. Carroll,England,delantero,30,39000,6500000,76,76,74,73,82,8295000.0
1955,K. Mitroglou,Greece,delantero,31,58000,6000000,78,76,73,72,83,6631000.0
1959,C. Benteke,Belgium,delantero,28,52000,7000000,74,74,67,72,80,4688500.0
1963,R. van Wolfswinkel,Netherlands,delantero,30,27000,6500000,83,77,75,72,71,4637375.0
1974,A. Paloschi,Italy,delantero,29,16000,6500000,81,77,74,76,74,7768500.0
1984,F. Caputo,Italy,delantero,31,47000,6000000,76,79,70,70,75,6076000.0
1986,Jonathas,Brazil,delantero,30,30000,6500000,75,74,72,73,81,5722125.0
1992,A. Prijović,Serbia,delantero,29,39000,6500000,78,76,74,75,73,7227500.0
1993,Éder,Portugal,delantero,31,1000,6000000,75,74,76,69,81,4809000.0
1994,Quique,Spain,delantero,29,24000,6500000,79,77,77,70,72,6287250.0
1995,W. Bony,Ivory Coast,delantero,30,0,0,80,75,73,76,83,2544500.0
2011,G. Charbonnier,France,delantero,30,20000,6500000,78,78,76,76,74,7161000.0
2014,M. Braithwaite,Denmark,delantero,28,30000,7000000,75,75,72,77,77,7528000.0
2016,M. Destro,Italy,delantero,28,33000,7000000,80,76,72,74,74,6868500.0
2029,C. Austin,England,delantero,29,45000,6500000,80,77,78,73,83,7906500.0
2030,J. Fuenzalida,Chile,delantero,34,14000,3400000,71,59,76,78,69,5896500.0
2031,J. Ayew,Ghana,delantero,27,50000,7000000,73,74,74,75,76,7521500.0
2033,Caio,Brazil,delantero,28,1000,7000000,76,76,71,75,73,6860000.0
2034,F. Jara,Argentina,delantero,30,23000,6500000,75,76,68,76,76,5834500.0
2043,N. Blandi,Argentina,delantero,29,22000,6500000,80,77,76,76,76,7380500.0
2047,N. Chadli,Belgium,delantero,29,22000,6500000,75,69,75,80,81,7637250.0
2049,L. Teodorczyk,Poland,delantero,28,19000,7000000,79,76,71,69,77,6137000.0
2050,F. Santander,Paraguay,delantero,28,33000,7000000,78,78,69,72,76,7215500.0
2051,V. Eysseric,France,delantero,27,47000,7000000,75,70,70,78,74,6895500.0
2057,A. Diaby,Mali,delantero,28,14000,6500000,81,72,78,71,74,3951875.0
2058,Fabrício,Brazil,delantero,29,15000,6500000,75,78,74,78,79,9301500.0
2061,V. Germain,France,delantero,29,35000,6500000,75,76,78,73,75,6845000.0
2062,A. Donnarumma,Italy,delantero,28,16000,7000000,76,78,70,72,75,6803833.333333334
2066,H. Soudani,Algeria,delantero,31,1000,6000000,78,75,73,76,79,6414000.0
2071,L. Fernández,Argentina,delantero,28,17000,7000000,74,75,80,69,82,5984250.0
2078,R. Berić,Slovenia,delantero,28,32000,7000000,82,81,73,72,73,9844250.0
2080,A. Hurtado,Colombia,delantero,32,40000,5500000,73,73,70,74,74,5847416.666666668
2089,J. Furch,Argentina,delantero,29,23000,6500000,79,77,74,72,78,6793000.0
2091,G. Carrillo,Argentina,delantero,28,52000,7000000,78,76,71,75,76,6834750.0
2096,K. Billiat,Zimbabwe,delantero,28,1000,6500000,70,79,67,73,81,6448375.0
2113,José Mirazar,Brazil,delantero,35,22000,2900000,75,64,74,76,63,4802000.0
2116,Nicholas Aldair,Brazil,delantero,27,29000,7000000,72,75,72,75,78,7067000.0
2118,L. Tawamba,Cameroon,delantero,29,27000,6500000,75,80,70,75,71,7048500.0
2120,P. Vaquizo,Ecuador,delantero,33,0,0,76,74,80,77,74,3210500.0
2123,C. Hudson-Odoi,England,delantero,18,31000,11500000,64,67,65,80,65,9299500.0
2124,J. David,Canada,delantero,19,12000,10500000,70,79,70,76,71,8984500.0
2130,V. Osimhen,Nigeria,delantero,20,25000,10000000,72,75,68,71,73,3414000.0
2135,Matheus Cunha,Brazil,delantero,20,32000,10000000,76,75,69,80,77,9454375.0
2142,O. Edouard,France,delantero,21,35000,9000000,72,73,68,74,73,7301000.0
2155,A. Isak,Sweden,delantero,19,15000,8500000,76,75,72,72,77,7992333.333333334
2160,L. Mothiba,South Africa,delantero,23,23000,9000000,76,78,72,74,73,8465500.0
2167,Adama Traoré,Spain,delantero,23,56000,8500000,60,58,62,80,74,8175000.0
2171,A. Ajeti,Switzerland,delantero,22,56000,8500000,74,76,68,70,77,7908500.0
2182,S. Lammers,Netherlands,delantero,22,15000,8500000,74,77,68,75,70,7394500.0
2191,O. McBurnie,Scotland,delantero,23,29000,8000000,74,75,73,69,77,4185000.0
2193,C. Adams,England,delantero,22,41000,8000000,77,76,68,73,79,7649500.0
2199,C. Bassogog,Cameroon,delantero,23,13000,8000000,74,74,73,72,75,6595000.0
2206,B. Petković,Croatia,delantero,24,1000,8000000,67,73,65,82,78,8851000.0
2209,S. Benrahma,Algeria,delantero,23,35000,7500000,67,71,68,74,71,3169250.0
2210,O. Watkins,England,delantero,23,35000,7500000,73,73,70,72,70,5793500.0
2213,Pedro Nuno,Portugal,delantero,24,11000,7500000,73,70,76,78,79,9763500.0
2214,H. Diallo,Senegal,delantero,24,16000,8000000,75,78,68,68,74,6968500.0
2234,A. El Ghazi,Netherlands,delantero,24,43000,7500000,72,72,71,77,83,7636500.0
2236,R. Martínez,Colombia,delantero,25,44000,7500000,70,70,70,76,80,7207500.0
2244,H. Preciado,Colombia,delantero,25,15000,7500000,76,77,69,70,77,7291500.0
2281,G. Caprari,Italy,delantero,25,30000,7000000,69,68,69,79,68,6707500.0
2287,J. Nsame,Cameroon,delantero,26,22000,7000000,74,76,61,73,75,6067500.0
2291,Iuri Medeiros,Portugal,delantero,24,13000,7000000,67,68,68,78,79,7126250.0
2292,C. Njie,Cameroon,delantero,25,0,0,72,75,75,73,75,5441775.0
2293,L. Diony,France,delantero,26,29000,7000000,74,74,69,70,80,6203750.0
2295,L. Cavallini,Canada,delantero,26,9000,7000000,75,76,66,70,76,6568500.0
2296,D. Rolán,Uruguay,delantero,26,10000,7000000,78,72,76,74,73,6516000.0
2297,F. Mora,Chile,delantero,25,20000,7000000,75,77,67,72,75,6659625.0
2309,A. González,Argentina,delantero,25,16000,7000000,75,73,72,72,75,6103000.0
2312,A. Bouzat,Argentina,delantero,25,15000,7000000,71,63,64,73,67,5808000.0
2313,A. Bălută,Romania,delantero,25,1000,7000000,71,70,69,76,70,3903000.0
2318,K. Babacar,Senegal,delantero,26,44000,7000000,77,72,70,76,79,6428000.0
2321,A. Cornelius,Denmark,delantero,26,38000,7000000,75,75,68,72,77,6742000.0
2326,K. Roofe,England,delantero,26,19000,7000000,75,75,68,72,74,6303083.333333334
2328,L. Vietto,Argentina,delantero,25,12000,7000000,76,73,72,80,71,7495000.0
2336,C. González,Paraguay,delantero,26,21000,7000000,74,78,70,67,78,6383500.0
2339,João Victor,Brazil,delantero,25,37000,7000000,76,76,70,74,73,6807750.0
2349,S. Kittel,Germany,delantero,26,15000,6500000,69,71,72,77,68,4217000.0
2356,S. Bahoken,Cameroon,delantero,27,22000,6500000,74,77,69,70,73,5901000.0
2363,J. Ramírez,Argentina,delantero,26,20000,6500000,73,72,65,77,66,5620375.0
2367,Carlos Mané,Portugal,delantero,25,10000,6500000,73,69,70,74,77,5512625.0
2370,A. Romero,Paraguay,delantero,26,20000,6500000,78,75,73,74,69,6061500.0
2373,H. Martín,Mexico,delantero,26,46000,6500000,75,75,71,71,72,5809916.666666668
2374,T. Goiginger,Austria,delantero,26,12000,6500000,70,70,69,70,70,4730000.0
2379,G. Blanco Leschuk,Argentina,delantero,27,1000,6500000,81,77,69,62,75,5786750.0
2382,R. Nuzzolo,Switzerland,delantero,35,7000,2600000,80,76,66,76,77,4296500.0
2398,O. Peralta,Mexico,delantero,35,26000,2600000,80,72,75,72,73,3384875.0
2403,B. Sharp,England,delantero,33,32000,3500000,83,79,79,69,72,6042375.0
2410,S. Long,Republic of Ireland,delantero,32,46000,4500000,75,72,75,69,77,4215250.0
2415,M. Sow,Senegal,delantero,33,15000,3500000,72,73,72,72,76,3944500.0
2422,Joselu,Spain,delantero,29,23000,5500000,78,73,72,73,78,5495500.0
2425,K. Kamara,Sierra Leone,delantero,34,9000,3000000,75,73,73,69,75,3285250.0
2426,M. Erdinç,Turkey,delantero,32,33000,4500000,73,79,71,73,74,5149500.0
2428,F. González,Argentina,delantero,32,17000,4500000,75,79,66,76,70,5953000.0
2446,R. Hennings,Germany,delantero,31,28000,5000000,72,75,73,70,84,4735000.0
2455,J. Biabiany,France,delantero,31,38000,4900000,72,66,67,76,70,4363625.0
2459,J. Russell,Scotland,delantero,29,9000,5500000,75,73,74,75,78,6360500.0
2465,M. Alustiza,Argentina,delantero,35,7000,2600000,73,78,68,75,75,4471000.0
2480,B. Fornaroli,Uruguay,delantero,31,9000,5000000,73,77,71,76,70,6930000.0
2505,Renatinho,Brazil,delantero,30,21000,5500000,69,71,76,77,73,5351000.0
2507,M. Caraglio,Argentina,delantero,30,24000,5500000,74,78,70,72,78,6661000.0
2510,F. Klos,Germany,delantero,31,17000,5000000,77,77,70,66,76,4754500.0
2516,D. Sakho,Senegal,delantero,29,38000,5500000,73,77,72,72,72,5670500.0
2524,Leandro Damião,Brazil,delantero,29,11000,5500000,70,77,66,74,80,6742750.0
2529,I. Nestorovski,FYR Macedonia,delantero,29,17000,5500000,79,80,71,73,68,5907000.0
2534,L. Hinterseer,Austria,delantero,28,15000,6000000,73,77,72,72,73,5761500.0
2535,Camilo,Brazil,delantero,30,21000,5500000,70,73,70,75,79,5365500.0
2538,N. De Préville,France,delantero,28,30000,6000000,74,71,72,75,75,5608500.0
2540,L. Krejčí,Czech Republic,delantero,26,29000,6000000,75,60,70,76,76,6167000.0
2541,C. Ciano,Italy,delantero,29,5000,5500000,75,74,71,77,70,5588500.0
2543,L. Griffiths,Scotland,delantero,28,48000,6000000,75,74,72,69,81,5501500.0
2550,L. Melgarejo,Paraguay,delantero,28,1000,5500000,73,70,75,75,75,5399500.0
2551,Diego Oliveira,Brazil,delantero,29,12000,5500000,73,74,70,73,76,5022750.0
2561,H. Gnohere,France,delantero,31,16000,5000000,82,78,73,63,75,5470500.0
2564,R. Ghezzal,Algeria,delantero,27,63000,6000000,73,66,63,77,71,5727500.0
2570,F. Niederlechner,Germany,delantero,28,24000,6000000,75,76,74,68,81,5772000.0
2578,F. Pardo,Colombia,delantero,28,24000,5500000,75,75,65,74,80,5290500.0
2579,W. Morelo,Colombia,delantero,32,14000,4500000,73,77,75,74,76,5784000.0
2583,S. Romero,Argentina,delantero,30,20000,5500000,75,75,69,74,79,5658250.0
2589,E. Puch,Chile,delantero,32,13000,4400000,72,71,71,76,74,6169666.666666668
2590,C. Rius,Argentina,delantero,30,17000,5500000,72,63,74,75,72,3801625.0
2595,I. Slimani,Algeria,delantero,31,63000,5000000,78,73,71,67,77,4084750.0
2598,A. Chávez,Argentina,delantero,28,17000,6000000,73,71,69,67,81,4888500.0
2604,Sabin Merino,Spain,delantero,27,27000,6000000,77,75,71,76,64,5771000.0
2605,L. Gamba,Argentina,delantero,32,17000,4500000,77,72,68,79,69,5372500.0
2633,Hélton Celanova,Brazil,delantero,27,25000,6000000,74,73,67,73,86,6282000.0
2634,Erick Gameira,Brazil,delantero,27,15000,6000000,71,74,77,71,70,5082625.0
2635,Jadson Vidigal,Brazil,delantero,27,27000,6000000,77,74,75,61,81,4823000.0
2636,Nuno da Costa,Cape Verde,delantero,28,28000,6000000,76,74,68,78,73,6732166.666666668
2638,F. Zampedri,Argentina,delantero,31,17000,5000000,73,76,67,69,75,4578000.0
2642,Carlitos,Spain,delantero,29,11000,5500000,74,75,78,73,71,5686250.0
2643,Douglas,Brazil,delantero,31,5000,5000000,76,74,67,72,79,4662000.0
2644,M. Diop,Senegal,delantero,31,15000,5000000,75,76,72,66,72,4773500.0
2645,Enric Gallego,Spain,delantero,32,22000,4500000,76,80,70,68,74,5259500.0
2652,Brahim,Spain,delantero,19,58000,7500000,67,67,70,80,70,7543750.0
2655,E. Håland,Norway,delantero,18,12000,6500000,73,72,72,74,74,5862666.666666668
2657,Puado,Spain,delantero,21,18000,7000000,72,74,71,74,68,5069500.0
2658,R. Kent,England,delantero,22,55000,7000000,65,64,63,74,58,4756325.0
2670,D. Kownacki,Poland,delantero,22,22000,6500000,75,73,70,70,78,5763000.0
2674,J. Eggestein,Germany,delantero,21,18000,6500000,76,75,75,77,75,8599000.0
2677,D. Rossi,Uruguay,delantero,21,6000,6500000,73,73,69,74,73,6303750.0
2685,D. Okereke,Nigeria,delantero,21,15000,6500000,70,74,70,74,68,5477500.0
2687,J. Savarino,Venezuela,delantero,22,7000,6000000,66,69,70,74,78,5217000.0
2695,N. Fernández,Argentina,delantero,23,11000,6000000,77,75,73,73,67,5069041.666666667
2697,A. Donis,Greece,delantero,22,21000,6000000,69,74,72,80,70,7396000.0
2706,Mama Baldé,Guinea Bissau,delantero,23,12000,6000000,74,71,75,72,79,5224125.0
2710,M. Stępiński,Poland,delantero,24,5000,5500000,76,74,69,70,71,3145000.0
2712,C. Akpom,England,delantero,23,1000,5500000,73,71,70,70,73,2730500.0
2720,K. Iheanacho,Nigeria,delantero,22,51000,5500000,77,70,71,76,72,5897000.0
2721,Roger Guedes,Brazil,delantero,22,15000,5500000,70,72,71,77,69,4483500.0
2724,F. Soldano,Argentina,delantero,24,18000,5500000,76,75,71,73,74,5016107.142857143
2725,J. Cádiz,Venezuela,delantero,23,10000,5500000,76,72,74,70,75,4578000.0
2738,A. Sørloth,Norway,delantero,23,23000,5500000,74,73,66,70,77,5167500.0
2742,I. Success,Nigeria,delantero,23,43000,5500000,72,69,68,79,80,6364375.0
2749,S. Mounié,Benin,delantero,24,26000,5500000,73,72,71,70,79,4912000.0
2751,G. Kerk,Netherlands,delantero,23,15000,5500000,71,73,71,72,72,4926000.0
2752,Murilo,Brazil,delantero,24,11000,5500000,67,69,71,76,76,5502000.0
2756,D. Kamada,Japan,delantero,22,25000,5500000,74,75,70,77,69,5722000.0
2758,U. Bozok,France,delantero,22,7000,5500000,74,74,68,74,68,5090000.0
2767,C. Robinson,Republic of Ireland,delantero,24,26000,5500000,74,76,71,73,70,5295000.0
2779,L. Janson,Argentina,delantero,24,12000,5500000,78,76,73,77,65,8954625.0
2782,J. Dinenno,Argentina,delantero,24,3000,5500000,76,77,66,70,76,5772500.0
2800,Marcão,Brazil,delantero,25,13000,5500000,74,75,68,70,75,5446000.0
2802,R. Yaremchuk,Ukraine,delantero,23,17000,5500000,73,70,68,72,73,4625875.0
2803,N. Radonjić,Serbia,delantero,23,25000,5500000,67,62,73,72,76,4398100.0
2814,C. Paterson,Scotland,delantero,24,22000,5500000,73,69,77,69,72,2137750.0
2818,E. Crivelli,France,delantero,24,27000,5500000,78,74,73,74,78,5986250.0
2821,W. Bou,Argentina,delantero,25,14000,5000000,76,76,68,74,75,5346000.0
2823,Serginho,Brazil,delantero,25,9000,5000000,72,76,67,73,76,4950625.0
2832,Y. Sanogo,France,delantero,26,25000,5000000,73,73,68,75,74,5227000.0
2835,A. Limbombe,Belgium,delantero,24,13000,5000000,68,67,68,75,78,3946125.0
2846,A. Hassan,Egypt,delantero,26,13000,5000000,74,74,71,71,80,5131000.0
2850,O. Kayode,Nigeria,delantero,26,14000,5000000,73,75,70,73,69,4852500.0
2856,A. Ruiz,Argentina,delantero,25,11000,5000000,68,70,67,78,81,7538250.0
2858,A. Hunou,France,delantero,25,32000,5000000,74,74,70,77,72,5315500.0
2863,J. Agudelo,Colombia,delantero,26,2000,5000000,77,74,71,70,66,4199583.333333334
2869,M. Santos,Uruguay,delantero,26,10000,5000000,73,73,72,70,72,4424500.0
