,short_name,nationality,club,age,wage_eur,value_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,value_pred
2341,Oier,Spain,Levante UD,29,16000,4600000,74.0,71.0,70.0,73.0,44.0,77.0,4466500.0
2347,Diego Mariño,Spain,Real Sporting de Gijón,29,8000,4600000,74.0,72.0,69.0,77.0,51.0,72.0,4588500.0
2372,Munir,Morocco,Málaga CF,30,7000,4400000,72.0,74.0,68.0,74.0,45.0,75.0,4467500.0
2384,L. Butelle,France,Angers SCO,36,10000,950000,75.0,73.0,65.0,75.0,32.0,74.0,1061000.0
2385,Y. Pelé,France,Olympique de Marseille,36,14000,950000,75.0,75.0,67.0,74.0,39.0,73.0,3227875.0
2387,D. Benaglio,Switzerland,AS Monaco,35,15000,1500000,71.0,79.0,61.0,71.0,39.0,77.0,1351875.0
2390,Dani Giménez,Spain,Deportivo de La Coruña,35,4000,1500000,72.0,70.0,69.0,79.0,33.0,71.0,4487500.0
2393,R. Salin,France,Stade Rennais FC,34,25000,2500000,78.0,64.0,68.0,78.0,31.0,74.0,2404500.0
2396,A. Talavera,Mexico,Deportivo Toluca,36,10000,950000,79.0,70.0,70.0,77.0,58.0,70.0,1028375.0
2402,D. Padelli,Italy,Inter,33,34000,3000000,74.0,74.0,63.0,74.0,44.0,76.0,3113500.0
2418,K. Westwood,Republic of Ireland,Sheffield Wednesday,34,19000,2500000,75.0,71.0,70.0,77.0,47.0,74.0,4824000.0
2423,M. Andújar,Argentina,Estudiantes de La Plata,35,7000,1500000,73.0,73.0,62.0,77.0,45.0,75.0,1832500.0
2435,T. Sippel,Germany,Borussia Mönchengladbach,31,17000,3600000,75.0,69.0,79.0,78.0,46.0,70.0,4715500.0
2447,L. Robles,United States,New York Red Bulls,35,4000,1500000,75.0,71.0,70.0,77.0,41.0,73.0,1952250.0
2460,Yoel,Spain,SD Eibar,30,15000,3800000,75.0,72.0,74.0,75.0,39.0,71.0,3813000.0
2479,E. Room,Curacao,Columbus Crew SC,30,6000,3800000,74.0,75.0,68.0,76.0,45.0,71.0,4070000.0
2494,M. Silvestri,Italy,Hellas Verona,28,12000,4100000,78.0,68.0,68.0,79.0,60.0,74.0,4206000.0
2508,Rafael,Brazil,Reading,29,16000,4000000,75.0,73.0,71.0,74.0,54.0,73.0,4017500.0
2537,Marafona,Portugal,Alanyaspor,32,10000,3400000,76.0,73.0,66.0,74.0,37.0,75.0,3158375.0
2553,M. Borjan,Canada,Canada,31,0,0,76.0,73.0,72.0,72.0,43.0,74.0,235675.0
2575,N. Vikonis,Uruguay,Puebla FC,35,4000,1500000,73.0,75.0,69.0,74.0,42.0,72.0,3239500.0
2619,Victorino Magela,Brazil,Bahia,31,9000,3600000,71.0,72.0,73.0,76.0,42.0,75.0,3714000.0
2620,Adrianiscito,Brazil,Grêmio,27,18000,4000000,68.0,76.0,74.0,73.0,18.0,77.0,3684500.0
2649,J. Santigaro,Ecuador,Ecuador,33,0,0,71.0,79.0,81.0,69.0,30.0,75.0,165075.0
2650,W. Faríñez,Venezuela,Millonarios FC,21,2000,7500000,73.0,70.0,69.0,77.0,52.0,74.0,4047000.0
2660,Unai Simón,Spain,Athletic Club de Bilbao,22,11000,5500000,72.0,73.0,64.0,72.0,47.0,74.0,5011500.0
2669,B. Drągowski,Poland,Fiorentina,21,18000,5000000,71.0,69.0,70.0,76.0,44.0,72.0,4742000.0
2689,P. Rajkovic,Serbia,Stade de Reims,23,14000,4800000,74.0,72.0,71.0,74.0,23.0,72.0,2792375.0
2693,E. Unsain,Argentina,Defensa y Justicia,24,7000,4500000,79.0,65.0,77.0,79.0,54.0,66.0,4463000.0
2699,G. Larsonneur,France,Stade Brestois 29,22,10000,4500000,74.0,75.0,66.0,76.0,50.0,68.0,3821500.0
2714,I. Arboleda,Colombia,Club Atlético Banfield,23,8000,4300000,75.0,69.0,66.0,75.0,59.0,71.0,4254500.0
2715,D. von Ballmoos,Switzerland,BSC Young Boys,24,11000,4300000,75.0,72.0,70.0,75.0,52.0,70.0,4221500.0
2718,Sivera,Spain,Deportivo Alavés,22,12000,4300000,73.0,71.0,68.0,74.0,56.0,75.0,4157500.0
2732,O. Kolář,Czech Republic,SK Slavia Praha,24,1000,4300000,72.0,70.0,78.0,76.0,52.0,72.0,4245500.0
2744,J. Omlin,Switzerland,FC Basel 1893,25,15000,4100000,75.0,71.0,69.0,76.0,50.0,70.0,4106500.0
2746,R. Zentner,Germany,1. FSV Mainz 05,24,13000,4100000,73.0,71.0,64.0,77.0,65.0,71.0,3961500.0
2748,B. Kamara,France,RC Strasbourg Alsace,22,14000,4100000,76.0,69.0,65.0,75.0,39.0,71.0,3964500.0
2753,U. Çakır,Turkey,Trabzonspor,23,15000,4100000,74.0,69.0,70.0,76.0,53.0,72.0,4141500.0
2762,M. Pigliacelli,Italy,Universitatea Craiova,26,7000,3900000,74.0,69.0,85.0,75.0,48.0,68.0,3760000.0
2764,S. Kapino,Greece,SV Werder Bremen,25,15000,3900000,74.0,67.0,66.0,79.0,42.0,72.0,4338000.0
2766,P. Nardi,France,FC Lorient,25,5000,3900000,78.0,67.0,68.0,77.0,48.0,67.0,3826500.0
2786,J. Rinne,Sweden,Aalborg BK,26,10000,3900000,73.0,68.0,73.0,75.0,47.0,71.0,3733500.0
2806,H. Van Crombrugge,Belgium,RSC Anderlecht,26,12000,3800000,78.0,71.0,72.0,73.0,37.0,70.0,3693875.0
2807,D. Roef,Belgium,RSC Anderlecht,25,11000,3800000,76.0,71.0,65.0,76.0,50.0,70.0,3776500.0
2808,B. Samba,Congo,Nottingham Forest,25,24000,3800000,75.0,69.0,69.0,79.0,55.0,68.0,3951500.0
2824,G. Akkan,Turkey,Çaykur Rizespor,24,8000,3900000,71.0,68.0,68.0,82.0,48.0,70.0,3887000.0
2831,M. Heča,Czech Republic,Sparta Praha,28,1000,3600000,72.0,72.0,67.0,74.0,44.0,73.0,3520000.0
2838,Edgar Badía,Spain,Elche CF,27,5000,3500000,76.0,68.0,66.0,74.0,33.0,73.0,3365500.0
2844,R. Strebinger,Austria,SK Rapid Wien,26,11000,3600000,74.0,64.0,63.0,79.0,38.0,74.0,3668875.0
2848,A. Brignoli,Italy,Empoli,27,4000,3500000,72.0,72.0,75.0,73.0,32.0,73.0,3213000.0
2865,Y. Cardinale,France,OGC Nice,25,17000,3700000,74.0,69.0,75.0,77.0,46.0,70.0,3743500.0
2881,K. Darlow,England,Newcastle United,28,24000,3500000,75.0,70.0,64.0,76.0,55.0,71.0,3701500.0
2910,K. Johnsson,Sweden,FC København,29,14000,3200000,74.0,70.0,73.0,76.0,49.0,74.0,3455500.0
2911,Tomeu Nadal,Spain,Albacete BP,30,6000,3100000,71.0,73.0,68.0,73.0,39.0,71.0,3006000.0
2929,A. El-Shenawy,Egypt,Egypt,28,0,0,74.0,72.0,71.0,75.0,34.0,75.0,3104500.0
2936,D. Ward,Wales,Leicester City,26,39000,3300000,74.0,72.0,64.0,74.0,45.0,72.0,3222500.0
2962,M. Stekelenburg,Netherlands,Everton,36,26000,675000,71.0,72.0,76.0,73.0,33.0,73.0,868750.0
2964,N. Penneteau,France,Sporting de Charleroi,38,6000,400000,70.0,76.0,66.0,66.0,27.0,81.0,375175.0
2965,Cifuentes,Spain,Cádiz CF,40,4000,400000,67.0,74.0,65.0,71.0,46.0,82.0,459675.0
2967,C. Kameni,Cameroon,Fenerbahçe SK,35,22000,1100000,75.0,70.0,72.0,75.0,45.0,72.0,1405250.0
2970,A. Walke,Germany,FC Red Bull Salzburg,36,13000,675000,73.0,71.0,75.0,76.0,35.0,69.0,910000.0
2978,F. Marchetti,Italy,Genoa,36,7000,675000,72.0,72.0,65.0,73.0,52.0,73.0,718075.0
2984,A. Rebrov,Russia,Spartak Moscow,35,1000,1100000,74.0,68.0,65.0,73.0,36.0,78.0,2698250.0
2986,V. Demarconnay,France,Paris FC,36,4000,675000,72.0,71.0,75.0,72.0,45.0,75.0,729775.0
2988,J. Leca,France,Racing Club de Lens,33,7000,2200000,72.0,69.0,69.0,75.0,45.0,73.0,2246500.0
2991,J. Lewis,England,Aberdeen,31,6000,2600000,76.0,68.0,67.0,75.0,56.0,72.0,2639500.0
2994,P. Tschauner,Germany,RB Leipzig,33,26000,2200000,72.0,71.0,66.0,74.0,42.0,71.0,2279500.0
2996,S. Viera,Uruguay,Junior FC,36,2000,675000,71.0,70.0,72.0,75.0,39.0,73.0,800075.0
3003,B. Jones,Australia,Al Nassr,37,14000,400000,71.0,69.0,68.0,71.0,54.0,75.0,434375.0
3007,A. Shunin,Russia,Russia,32,0,0,72.0,72.0,70.0,75.0,41.0,72.0,282325.0
3011,T. Krul,Netherlands,Norwich City,31,26000,2600000,74.0,72.0,68.0,75.0,39.0,68.0,2684250.0
3014,F. Forster,England,Southampton,31,29000,2600000,70.0,72.0,60.0,77.0,31.0,74.0,2405625.0
3016,E. Alfonso,Italy,Brescia,31,9000,2600000,72.0,72.0,63.0,73.0,50.0,73.0,2555000.0
3022,L. Burián,Uruguay,Club Atlético Colón,35,6000,1100000,71.0,70.0,71.0,74.0,41.0,73.0,1361000.0
3024,Marco Rocha,Portugal,Santa Clara,32,4000,2400000,71.0,69.0,67.0,75.0,62.0,72.0,2454000.0
3028,A. Oukidja,Algeria,FC Metz,30,12000,2700000,74.0,68.0,63.0,77.0,46.0,73.0,2616500.0
3054,A. Hruška,Czech Republic,Viktoria Plzeň,33,1000,2200000,71.0,71.0,70.0,72.0,32.0,74.0,1300500.0
3072,V. Fiorillo,Italy,Pescara,29,4000,2800000,73.0,68.0,64.0,77.0,39.0,71.0,2640250.0
3078,René,Spain,UD Almería,35,4000,1100000,77.0,70.0,66.0,73.0,54.0,71.0,3080125.0
3107,S. Frei,United States,Seattle Sounders FC,33,5000,2200000,74.0,68.0,67.0,74.0,44.0,71.0,2769000.0
3117,G. Arlauskis,Lithuania,CFR Cluj,31,8000,2600000,75.0,68.0,72.0,79.0,34.0,68.0,4443500.0
3121,C. Pantilimon,Romania,Nottingham Forest,32,25000,2400000,69.0,72.0,73.0,76.0,45.0,73.0,2409500.0
3130,F. Bardi,Italy,Frosinone,27,3000,2800000,76.0,71.0,62.0,75.0,48.0,69.0,2832875.0
3134,Juan Carlos,Spain,Girona FC,31,7000,2600000,72.0,73.0,75.0,74.0,60.0,72.0,2676000.0
3164,T. Melia,United States,Sporting Kansas City,33,5000,2200000,73.0,68.0,73.0,75.0,37.0,75.0,2223500.0
3188,S. Sosa,Uruguay,Monarcas Morelia,32,7000,2400000,73.0,68.0,65.0,74.0,41.0,72.0,2376000.0
3198,M. Dituro,Argentina,Universidad Católica,32,8000,2400000,72.0,72.0,76.0,76.0,41.0,71.0,2457000.0
3253,Jaim Abra,Brazil,CSA - AL,27,9000,2800000,77.0,71.0,68.0,74.0,54.0,73.0,3078750.0
3254,Freder Cabral,Brazil,Atlético Mineiro,27,20000,2800000,73.0,77.0,69.0,66.0,48.0,76.0,2584500.0
3262,Pierrino Faria,Brazil,Santos,31,21000,2600000,77.0,65.0,62.0,76.0,49.0,75.0,4357000.0
3263,Nivo Serpinho,Brazil,Chapecoense,35,7000,1100000,72.0,75.0,69.0,72.0,54.0,73.0,1124250.0
3277,M. Higashiguchi,Japan,Gamba Osaka,33,8000,2200000,71.0,73.0,75.0,70.0,33.0,72.0,2241500.0
3324,S. Scuffet,Italy,Udinese,23,8000,3900000,72.0,68.0,60.0,80.0,50.0,70.0,3866000.0
3333,G. Kobel,Switzerland,VfB Stuttgart,21,9000,4000000,73.0,63.0,68.0,78.0,26.0,69.0,3705500.0
3357,Léo Jardim,Brazil,LOSC Lille,24,15000,3500000,75.0,72.0,67.0,73.0,42.0,66.0,3026250.0
3376,B. Cortés,Chile,Colo-Colo,24,4000,3300000,71.0,73.0,66.0,74.0,48.0,70.0,2275500.0
3383,R. Gudiño,Mexico,Guadalajara,23,16000,3300000,72.0,72.0,62.0,74.0,47.0,69.0,2990500.0
3384,J. Drommel,Netherlands,FC Twente,22,5000,3300000,74.0,69.0,70.0,73.0,51.0,69.0,1371750.0
3386,A. Montero,Colombia,Deportes Tolima,24,2000,3300000,75.0,69.0,65.0,73.0,43.0,71.0,3255500.0
3395,I. Pettersson,Sweden,IFK Norrköping,22,5000,3300000,77.0,62.0,79.0,77.0,28.0,66.0,2963625.0
3450,E. Horvath,United States,Club Brugge KV,24,10000,3100000,79.0,67.0,57.0,77.0,49.0,62.0,2553750.0
3460,J. Pollersbeck,Germany,Hamburger SV,24,7000,3100000,75.0,66.0,71.0,75.0,28.0,70.0,2965500.0
3461,J. Butez,France,Royal Excel Mouscron,24,6000,3100000,75.0,67.0,73.0,74.0,44.0,68.0,2875000.0
3471,Jandrei,Brazil,Genoa,26,9000,3000000,72.0,71.0,69.0,76.0,28.0,70.0,2835375.0
3479,S. Ortega,Germany,DSC Arminia Bielefeld,26,9000,2900000,74.0,66.0,74.0,77.0,51.0,69.0,2309250.0
3484,M. Bettinelli,England,Fulham,27,22000,2800000,74.0,69.0,69.0,76.0,29.0,73.0,2809500.0
3487,Q. Beunardeau,France,CD Aves,25,7000,3000000,73.0,68.0,62.0,75.0,51.0,68.0,2843500.0
3492,S. Dimitrievski,FYR Macedonia,Rayo Vallecano,25,4000,3000000,73.0,70.0,69.0,71.0,37.0,75.0,2725875.0
3519,D. Jensen,Denmark,FC Utrecht,27,10000,2700000,70.0,68.0,78.0,72.0,40.0,71.0,2636000.0
3536,M. Flekken,Netherlands,SC Freiburg,26,13000,2800000,72.0,71.0,66.0,74.0,32.0,70.0,2747000.0
3576,A. Abedzadeh,Iran,Clube Sport Marítimo,26,6000,2800000,71.0,70.0,64.0,75.0,27.0,72.0,2702875.0
3587,A. Saldívar,Mexico,U.N.A.M.,29,12000,2600000,71.0,72.0,70.0,72.0,48.0,71.0,2598000.0
3590,W. Foderingham,England,Rangers FC,28,27000,2700000,73.0,69.0,70.0,74.0,43.0,70.0,2773500.0
3591,V. Belec,Slovenia,Slovenia,29,0,0,73.0,72.0,60.0,74.0,48.0,71.0,202025.0
3611,Sergio Herrera,Spain,CA Osasuna,26,15000,2700000,72.0,73.0,71.0,70.0,47.0,69.0,2735500.0
3616,Jhonatan,Brazil,Vitória Guimarães,28,6000,2700000,76.0,70.0,70.0,76.0,33.0,67.0,2337000.0
3619,A. Smithies,England,Cardiff City,29,16000,2500000,73.0,69.0,67.0,73.0,59.0,73.0,2495750.0
3623,S. Johnson,United States,New York City FC,30,5000,2400000,73.0,67.0,70.0,76.0,43.0,70.0,2627500.0
3656,M. Al Owais,Saudi Arabia,Al Ahli,27,19000,2500000,71.0,72.0,67.0,70.0,47.0,72.0,2548500.0
3668,F. Ben Mustapha,Tunisia,Al Shabab,30,17000,2400000,74.0,71.0,60.0,72.0,47.0,75.0,2505250.0
3688,C. Gordon,Scotland,Celtic,36,17000,525000,73.0,71.0,65.0,74.0,35.0,70.0,560900.0
3689,L. Grant,England,Manchester United,36,30000,525000,73.0,70.0,73.0,72.0,49.0,71.0,594475.0
3692,M. Rensing,Germany,Fortuna Düsseldorf,35,10000,850000,72.0,71.0,64.0,72.0,41.0,72.0,815200.0
3697,S. Bossut,Belgium,SV Zulte-Waregem,33,9000,1700000,72.0,70.0,65.0,71.0,45.0,73.0,1375250.0
3701,L. Pocrnjic,Argentina,Club Atlético Aldosivi,37,5000,325000,71.0,71.0,64.0,70.0,27.0,74.0,1175750.0
3702,A. Cordaz,Italy,Crotone,36,2000,525000,68.0,71.0,62.0,74.0,26.0,72.0,1811625.0
3706,C. Lucchetti,Argentina,Atlético Tucumán,41,5000,325000,72.0,69.0,76.0,73.0,43.0,70.0,1407625.0
3708,S. Carson,England,Manchester City,33,49000,1700000,71.0,70.0,69.0,70.0,35.0,72.0,1704375.0
3714,N. Champagne,Argentina,Real Oviedo,34,6000,1400000,74.0,69.0,65.0,77.0,37.0,69.0,1489125.0
3718,Eduardo,Portugal,SC Braga,36,5000,525000,70.0,73.0,68.0,69.0,41.0,75.0,527700.0
3719,B. Guzan,United States,Atlanta United,34,5000,1400000,72.0,68.0,72.0,74.0,37.0,72.0,1511375.0
3722,N. Navarro,Argentina,San Lorenzo de Almagro,34,11000,1400000,71.0,72.0,68.0,75.0,52.0,70.0,1481000.0
3744,Kwoun Sun Tae,Korea Republic,Kashima Antlers,34,6000,1400000,72.0,69.0,64.0,72.0,43.0,71.0,1286125.0
3756,Bracali,Brazil,Boavista FC,38,3000,325000,74.0,72.0,60.0,69.0,40.0,72.0,405000.0
3764,M. Kozáčik,Slovakia,Viktoria Plzeň,35,1000,850000,70.0,71.0,69.0,70.0,57.0,77.0,1085875.0
3769,M. Langerak,Australia,Nagoya Grampus,30,5000,2100000,73.0,71.0,52.0,76.0,50.0,68.0,2124875.0
3776,E. Mulder,Netherlands,Swansea City,30,15000,2100000,72.0,70.0,80.0,74.0,38.0,68.0,2143500.0
3780,Ricardo Ferreira,Portugal,Portimonense SC,29,5000,2200000,74.0,71.0,64.0,71.0,42.0,69.0,2207500.0
3786,O. Nyland,Norway,Aston Villa,28,28000,2300000,73.0,67.0,77.0,74.0,48.0,73.0,2309000.0
3792,Alberto,Spain,Rayo Vallecano,34,5000,1400000,72.0,71.0,71.0,73.0,63.0,70.0,1943125.0
3795,R. Wolf,Germany,Fortuna Düsseldorf,31,15000,2000000,73.0,69.0,68.0,72.0,33.0,70.0,1608000.0
3814,C. Pinsoglio,Italy,Juventus,29,44000,2200000,74.0,70.0,58.0,76.0,42.0,74.0,2437500.0
3821,Da Costa,Brazil,Bologna,35,10000,850000,71.0,71.0,64.0,72.0,39.0,75.0,811125.0
3841,K. Nordfeldt,Sweden,Swansea City,30,15000,2100000,71.0,66.0,66.0,76.0,53.0,74.0,2128875.0
3846,A. Luthe,Germany,FC Augsburg,32,13000,1900000,74.0,68.0,61.0,76.0,39.0,73.0,2025000.0
3861,F. Wiedwald,Germany,Eintracht Frankfurt,29,18000,2200000,77.0,64.0,68.0,77.0,40.0,67.0,2055875.0
3948,A. Silva,Paraguay,Club Atlético Huracán,35,6000,850000,71.0,70.0,64.0,72.0,39.0,70.0,857375.0
3965,S. Nishikawa,Japan,Urawa Red Diamonds,33,7000,1700000,73.0,68.0,75.0,77.0,42.0,70.0,2662250.0
3976,D. Dibusz,Hungary,Hungary,28,0,0,73.0,67.0,70.0,74.0,23.0,70.0,324900.0
3990,P. Gallese,Peru,Peru,29,0,0,74.0,67.0,69.0,73.0,47.0,69.0,164200.0
4123,David Raya,Spain,Brentford,23,16000,2500000,71.0,72.0,63.0,71.0,43.0,67.0,2404500.0
4141,K. Letica,Croatia,Club Brugge KV,22,9000,2500000,77.0,63.0,64.0,73.0,32.0,72.0,2412500.0
4145,Rui Silva,Portugal,Granada CF,25,9000,2400000,73.0,65.0,63.0,75.0,30.0,69.0,2349750.0
4151,A. Schlager,Austria,LASK Linz,23,5000,2400000,72.0,68.0,66.0,74.0,35.0,70.0,2314500.0
4188,G. Lajud,Mexico,Club Tijuana,25,10000,2300000,71.0,66.0,63.0,74.0,45.0,74.0,2297500.0
4189,J. Ledesma,Argentina,Rosario Central,26,8000,2300000,71.0,67.0,64.0,74.0,45.0,70.0,2021000.0
4218,J. Joronen,Finland,Brescia,26,7000,2200000,74.0,70.0,67.0,71.0,39.0,71.0,1847125.0
4234,Kang Hyeon Mu,Korea Republic,Pohang Steelers,24,4000,2300000,71.0,66.0,63.0,74.0,45.0,69.0,2219500.0
4250,E. Zelazny,France,Stade Malherbe Caen,27,5000,2100000,74.0,68.0,60.0,74.0,45.0,73.0,2134000.0
4251,S. Bain,Scotland,Celtic,27,23000,2100000,69.0,71.0,72.0,74.0,58.0,67.0,2024000.0
4258,J. Blaswich,Germany,Heracles Almelo,28,5000,2100000,70.0,72.0,68.0,78.0,41.0,67.0,2159000.0
4268,M. Schuhen,Germany,SV Darmstadt 98,26,10000,2100000,73.0,69.0,68.0,75.0,52.0,67.0,2356500.0
4289,L. Zingerle,Germany,SC Paderborn 07,25,11000,2200000,70.0,68.0,67.0,74.0,43.0,72.0,2225500.0
4291,W. Hahn,Netherlands,SC Heerenveen,27,5000,2100000,74.0,67.0,66.0,76.0,48.0,65.0,2132500.0
4309,P. Tsintotas,Greece,AEK Athens,25,1000,2200000,73.0,70.0,70.0,75.0,30.0,63.0,2238750.0
4319,G. Makaridze,Georgia,Vitória de Setúbal,29,4000,2000000,76.0,67.0,56.0,73.0,28.0,68.0,2096000.0
4323,Raúl Lizoain,Spain,AD Alcorcón,28,6000,2100000,70.0,72.0,62.0,70.0,51.0,70.0,1002075.0
4337,Helton Leite,Brazil,Boavista FC,28,4000,2100000,73.0,68.0,68.0,73.0,19.0,67.0,1493250.0
4349,H. González,Mexico,Club Necaxa,28,7000,2000000,74.0,70.0,69.0,71.0,33.0,71.0,2084500.0
4353,J. Siebenhandl,Austria,SK Sturm Graz,29,11000,1900000,69.0,68.0,75.0,74.0,47.0,69.0,1933500.0
4356,Dani Jiménez,Spain,AD Alcorcón,29,6000,1900000,72.0,68.0,65.0,73.0,52.0,68.0,1804000.0
4361,K. Lamprou,Greece,Vitesse,27,9000,1900000,72.0,65.0,75.0,78.0,44.0,65.0,1958750.0
4376,P. Terracciano,Italy,Fiorentina,29,23000,1900000,72.0,67.0,64.0,75.0,41.0,69.0,1939500.0
4402,L. Hoyos,Argentina,Vélez Sarsfield,30,7000,1800000,77.0,68.0,65.0,74.0,56.0,65.0,1888125.0
4415,K. Eissa,United Arab Emirates,Al Ain FC,29,1000,1900000,69.0,65.0,59.0,77.0,48.0,73.0,1872625.0
4417,N. Rimando,United States,Real Salt Lake,40,3000,240000,71.0,69.0,69.0,73.0,46.0,70.0,376450.0
4418,T. Howard,United States,Colorado Rapids,40,3000,240000,72.0,72.0,72.0,68.0,44.0,71.0,353875.0
4419,J. Wiland,Sweden,Hammarby IF,38,2000,240000,65.0,75.0,67.0,66.0,27.0,77.0,225750.0
4426,G. Lux,Argentina,River Plate,37,7000,240000,69.0,71.0,74.0,71.0,34.0,70.0,424275.0
4428,F. Boeckx,Belgium,RSC Anderlecht,32,10000,1400000,69.0,71.0,78.0,71.0,34.0,70.0,1402500.0
4430,D. Marshall,Scotland,Wigan Athletic,34,9000,1000000,70.0,69.0,66.0,71.0,49.0,72.0,1024825.0
4444,P. Pentke,Germany,TSG 1899 Hoffenheim,34,15000,1000000,72.0,67.0,66.0,72.0,37.0,70.0,997275.0
4448,C. Campestrini,Argentina,CD Everton de Viña del Mar,39,1000,240000,72.0,69.0,62.0,73.0,24.0,69.0,365850.0
4449,T. Kessler,Germany,1. FC Köln,33,12000,1300000,72.0,69.0,67.0,71.0,47.0,70.0,1387375.0
4453,R. Pasveer,Netherlands,Vitesse,35,6000,650000,72.0,69.0,79.0,70.0,43.0,69.0,1755125.0
4459,A. Federici,Australia,Stoke City,34,16000,1000000,71.0,67.0,77.0,69.0,45.0,70.0,1018500.0
4473,K. Steppe,Belgium,Sint-Truidense VV,30,6000,1600000,72.0,68.0,64.0,71.0,44.0,70.0,1639000.0
4475,Jung Sung Ryong,Korea Republic,Kawasaki Frontale,34,5000,1000000,70.0,66.0,78.0,72.0,44.0,69.0,1528375.0
4480,F. Rodríguez,Mexico,Atlético de San Luis,30,7000,1600000,68.0,68.0,71.0,73.0,52.0,72.0,1657000.0
4483,R. Boffin,Belgium,Antalyaspor,31,9000,1500000,68.0,67.0,70.0,74.0,57.0,71.0,1643000.0
4485,J. García,Argentina,Racing Club,32,10000,1400000,74.0,65.0,74.0,76.0,35.0,69.0,1330250.0
4493,Zeng Cheng,China PR,Guangzhou Evergrande Taobao FC,32,11000,1400000,69.0,68.0,70.0,69.0,33.0,73.0,1295875.0
4494,Denis,Brazil,Gil Vicente FC,32,5000,1400000,71.0,72.0,70.0,76.0,53.0,64.0,1440125.0
4500,D. González,Colombia,Independiente Medellín,36,2000,400000,69.0,70.0,66.0,70.0,37.0,72.0,1217125.0
4513,D. Kuciak,Slovakia,Lechia Gdańsk,34,5000,1000000,75.0,64.0,62.0,77.0,36.0,71.0,1070875.0
4514,E. Conde,Uruguay,Club Atlético Banfield,36,5000,400000,71.0,72.0,62.0,70.0,31.0,71.0,1760750.0
4518,Raúl Fernández,Spain,UD Las Palmas,31,6000,1500000,71.0,69.0,62.0,71.0,42.0,72.0,1483875.0
4524,J. McLaughlin,Scotland,Sunderland,31,7000,1500000,70.0,73.0,72.0,69.0,55.0,72.0,1434500.0
4532,S. Burchert,Germany,SpVgg Greuther Fürth,29,6000,1700000,71.0,69.0,68.0,70.0,45.0,71.0,1648000.0
4537,C. Toselli,Chile,Universidad Católica,31,6000,1500000,69.0,69.0,70.0,72.0,49.0,70.0,1490000.0
4548,M. Samassa,Mali,Sivasspor,29,8000,1700000,72.0,66.0,69.0,76.0,52.0,68.0,2034000.0
4568,O. Jiménez,Mexico,Club América,30,23000,1600000,74.0,68.0,68.0,72.0,33.0,71.0,1684750.0
4612,P. Pervan,Austria,VfL Wolfsburg,31,19000,1500000,68.0,73.0,69.0,75.0,29.0,70.0,1551625.0
4629,K. Müller,Germany,1. FC Heidenheim 1846,28,8000,1700000,70.0,67.0,59.0,74.0,47.0,71.0,1701000.0
4649,C. Bălgrădean,Romania,FCSB (Steaua),31,8000,1500000,70.0,71.0,69.0,70.0,50.0,71.0,1483000.0
4655,R. Himmelmann,Germany,FC St. Pauli,30,9000,1600000,69.0,64.0,61.0,78.0,34.0,70.0,1543875.0
4668,M. Goicoechea,Uruguay,Toulouse Football Club,31,13000,1500000,71.0,68.0,71.0,73.0,51.0,68.0,1557500.0
4673,W. Dutoit,France,KV Oostende,30,8000,1600000,73.0,67.0,66.0,74.0,46.0,70.0,1694500.0
4690,S. Torrico,Argentina,San Lorenzo de Almagro,39,6000,240000,68.0,69.0,69.0,68.0,49.0,74.0,259900.0
4717,André Milazisco,Brazil,Atlético Paranaense,35,5000,650000,77.0,61.0,62.0,77.0,34.0,64.0,627625.0
4718,Wiliam Santinho,Brazil,Fluminense,35,8000,650000,61.0,77.0,76.0,73.0,35.0,70.0,722700.0
4738,Nathael Silbeira,Brazil,Cruzeiro,35,8000,650000,61.0,73.0,69.0,70.0,16.0,73.0,628700.0
4739,Eduardo Fonseira,Brazil,Botafogo,31,11000,1500000,71.0,70.0,74.0,69.0,35.0,72.0,1458500.0
4779,Diogo Costa,Portugal,FC Porto,19,2000,2700000,69.0,66.0,59.0,73.0,33.0,71.0,2611500.0
4796,Luís Maximiano,Portugal,Sporting CP,20,4000,2600000,74.0,67.0,63.0,72.0,26.0,66.0,2476000.0
4804,A. Maksimenko,Russia,Spartak Moscow,21,1000,2500000,71.0,65.0,67.0,75.0,38.0,70.0,2394500.0
4805,M. Schubert,Germany,FC Schalke 04,21,8000,2500000,73.0,67.0,59.0,74.0,37.0,65.0,2371500.0
4823,I. Zlobin,Russia,SL Benfica,22,5000,2300000,68.0,66.0,61.0,71.0,29.0,72.0,2088500.0
4844,G. Banguera,Colombia,Atlético Huila,23,1000,2100000,70.0,66.0,66.0,73.0,43.0,69.0,2061500.0
4849,C. Acevedo,Mexico,Santos Laguna,23,7000,2100000,71.0,67.0,69.0,71.0,23.0,70.0,2014000.0
4865,R. Rúnarsson,Iceland,Dijon FCO,24,5000,2000000,71.0,68.0,72.0,71.0,46.0,70.0,1917500.0
4868,V. Milinković-Savić,Serbia,Standard de Liège,22,6000,2000000,69.0,69.0,78.0,70.0,43.0,69.0,1952000.0
4872,A. Batalla,Argentina,Unión La Calera,23,1000,2000000,72.0,64.0,68.0,75.0,42.0,64.0,1897500.0
4885,Koke Vegas,Spain,Deportivo de La Coruña,23,4000,2000000,72.0,70.0,60.0,68.0,52.0,67.0,682950.0
